agecat,first_dose_pcttakeup,full_regimen_pcttakeup,vacc_date
30_to_39,13,10,12/4/2021
30_to_39,13,10,13/4/2021
30_to_39,13,10,14/4/2021
30_to_39,13,10,15/4/2021
30_to_39,13,10,16/4/2021
30_to_39,13,10,17/4/2021
30_to_39,13,11,18/4/2021
30_to_39,13,11,19/4/2021
30_to_39,13,11,20/4/2021
30_to_39,14,11,21/4/2021
30_to_39,14,11,22/4/2021
30_to_39,14,11,23/4/2021
30_to_39,14,11,24/4/2021
30_to_39,14,11,25/4/2021
30_to_39,14,12,26/4/2021
30_to_39,14,12,27/4/2021
30_to_39,14,12,28/4/2021
30_to_39,15,12,29/4/2021
30_to_39,15,12,30/4/2021
30_to_39,15,12,1/5/2021
30_to_39,15,12,2/5/2021
30_to_39,15,12,3/5/2021
30_to_39,15,12,4/5/2021
30_to_39,15,12,5/5/2021
30_to_39,16,12,6/5/2021
30_to_39,16,13,7/5/2021
30_to_39,16,13,8/5/2021
30_to_39,16,13,9/5/2021
30_to_39,16,13,10/5/2021
30_to_39,17,13,11/5/2021
30_to_39,17,13,12/5/2021
30_to_39,17,13,13/5/2021
30_to_39,17,13,14/5/2021
30_to_39,17,13,15/5/2021
30_to_39,17,13,16/5/2021
30_to_39,18,13,17/5/2021
30_to_39,18,14,18/5/2021
30_to_39,18,14,19/5/2021
30_to_39,19,14,20/5/2021
30_to_39,19,14,21/5/2021
30_to_39,19,14,22/5/2021
30_to_39,19,14,23/5/2021
30_to_39,20,14,24/5/2021
30_to_39,20,14,25/5/2021
30_to_39,20,14,26/5/2021
30_to_39,21,15,27/5/2021
30_to_39,21,15,28/5/2021
30_to_39,21,15,29/5/2021
30_to_39,21,15,30/5/2021
30_to_39,22,15,31/5/2021
30_to_39,22,15,1/6/2021
30_to_39,22,15,2/6/2021
30_to_39,22,15,3/6/2021
30_to_39,23,16,4/6/2021
30_to_39,23,16,5/6/2021
30_to_39,23,16,6/6/2021
30_to_39,23,16,7/6/2021
30_to_39,24,17,8/6/2021
30_to_39,24,17,9/6/2021
30_to_39,24,17,10/6/2021
30_to_39,24,17,11/6/2021
30_to_39,25,17,12/6/2021
30_to_39,25,18,13/6/2021
30_to_39,26,18,14/6/2021
30_to_39,27,18,15/6/2021
30_to_39,27,19,16/6/2021
30_to_39,28,19,17/6/2021
30_to_39,29,19,18/6/2021
30_to_39,30,20,19/6/2021
30_to_39,30,20,20/6/2021
30_to_39,31,20,21/6/2021
30_to_39,32,21,22/6/2021
30_to_39,34,21,23/6/2021
30_to_39,35,21,24/6/2021
30_to_39,36,22,25/6/2021
30_to_39,38,22,26/6/2021
30_to_39,39,22,27/6/2021
30_to_39,41,23,28/6/2021
30_to_39,43,23,29/6/2021
30_to_39,45,23,30/6/2021
30_to_39,48,24,1/7/2021
30_to_39,51,24,2/7/2021
30_to_39,54,24,3/7/2021
30_to_39,57,25,4/7/2021
30_to_39,60,25,5/7/2021
30_to_39,63,25,6/7/2021
30_to_39,66,25,7/7/2021
30_to_39,69,26,8/7/2021
30_to_39,72,26,9/7/2021
30_to_39,74,26,10/7/2021
30_to_39,76,27,11/7/2021
30_to_39,77,27,12/7/2021
30_to_39,79,28,13/7/2021
30_to_39,79,28,14/7/2021
30_to_39,80,29,15/7/2021
30_to_39,81,29,16/7/2021
30_to_39,82,30,17/7/2021
30_to_39,83,31,18/7/2021
30_to_39,83,32,19/7/2021
30_to_39,83,32,20/7/2021
30_to_39,84,33,21/7/2021
30_to_39,84,34,22/7/2021
30_to_39,85,36,23/7/2021
30_to_39,85,37,24/7/2021
30_to_39,86,39,25/7/2021
30_to_39,86,40,26/7/2021
30_to_39,86,42,27/7/2021
30_to_39,87,44,28/7/2021
30_to_39,87,46,29/7/2021
30_to_39,87,48,30/7/2021
30_to_39,88,51,31/7/2021
30_to_39,88,53,1/8/2021
30_to_39,88,55,2/8/2021
30_to_39,88,58,3/8/2021
30_to_39,88,60,4/8/2021
30_to_39,89,63,5/8/2021
30_to_39,89,66,6/8/2021
30_to_39,89,68,7/8/2021
30_to_39,89,70,8/8/2021
30_to_39,89,71,9/8/2021
30_to_39,90,73,10/8/2021
30_to_39,90,75,11/8/2021
30_to_39,90,76,12/8/2021
30_to_39,91,78,13/8/2021
30_to_39,91,80,14/8/2021
30_to_39,91,81,15/8/2021
30_to_39,91,81,16/8/2021
30_to_39,91,82,17/8/2021
30_to_39,92,82,18/8/2021
30_to_39,92,83,19/8/2021
30_to_39,92,83,20/8/2021
30_to_39,92,84,21/8/2021
30_to_39,92,84,22/8/2021
30_to_39,92,84,23/8/2021
30_to_39,92,85,24/8/2021
30_to_39,93,85,25/8/2021
30_to_39,93,85,26/8/2021
30_to_39,93,85,27/8/2021
30_to_39,93,86,28/8/2021
30_to_39,93,86,29/8/2021
30_to_39,93,86,30/8/2021
30_to_39,93,86,31/8/2021
30_to_39,93,87,1/9/2021
30_to_39,93,87,2/9/2021
30_to_39,93,87,3/9/2021
30_to_39,94,88,4/9/2021
30_to_39,94,88,5/9/2021
30_to_39,94,88,6/9/2021
30_to_39,94,88,7/9/2021
30_to_39,94,88,8/9/2021
30_to_39,94,89,9/9/2021
30_to_39,94,89,10/9/2021
30_to_39,94,89,11/9/2021
30_to_39,94,89,12/9/2021
30_to_39,94,89,13/9/2021
30_to_39,94,89,14/9/2021
30_to_39,94,90,15/9/2021
30_to_39,94,90,16/9/2021
30_to_39,94,90,17/9/2021
30_to_39,94,90,18/9/2021
30_to_39,94,90,19/9/2021
30_to_39,95,90,20/9/2021
30_to_39,95,90,21/9/2021
30_to_39,95,90,22/9/2021
30_to_39,95,90,23/9/2021
30_to_39,95,91,24/9/2021
30_to_39,95,91,25/9/2021
30_to_39,95,91,26/9/2021
30_to_39,95,91,27/9/2021
30_to_39,95,91,28/9/2021
30_to_39,95,91,29/9/2021
30_to_39,95,91,30/9/2021
30_to_39,95,91,1/10/2021
30_to_39,95,91,2/10/2021
30_to_39,95,91,3/10/2021
30_to_39,95,91,4/10/2021
30_to_39,95,91,5/10/2021
30_to_39,95,91,6/10/2021
30_to_39,95,92,7/10/2021
30_to_39,95,92,8/10/2021
30_to_39,95,92,9/10/2021
30_to_39,95,92,10/10/2021
30_to_39,96,92,11/10/2021
30_to_39,96,92,12/10/2021
30_to_39,96,92,13/10/2021
30_to_39,96,92,14/10/2021
30_to_39,96,92,15/10/2021
30_to_39,96,92,16/10/2021
30_to_39,96,92,17/10/2021
30_to_39,96,92,18/10/2021
30_to_39,96,92,19/10/2021
30_to_39,96,92,20/10/2021
30_to_39,96,93,21/10/2021
30_to_39,96,93,22/10/2021
30_to_39,96,93,23/10/2021
30_to_39,96,93,24/10/2021
30_to_39,96,93,25/10/2021
30_to_39,96,93,26/10/2021
30_to_39,96,93,27/10/2021
30_to_39,96,93,28/10/2021
30_to_39,96,93,29/10/2021
30_to_39,96,93,30/10/2021
30_to_39,96,93,31/10/2021
30_to_39,96,93,1/11/2021
30_to_39,96,93,2/11/2021
30_to_39,96,93,3/11/2021
30_to_39,96,93,4/11/2021
30_to_39,96,94,5/11/2021
30_to_39,96,94,6/11/2021
30_to_39,96,94,7/11/2021
30_to_39,96,94,8/11/2021
30_to_39,96,94,9/11/2021
30_to_39,96,94,10/11/2021
30_to_39,97,94,11/11/2021
30_to_39,97,94,12/11/2021
30_to_39,97,94,13/11/2021
30_to_39,97,94,14/11/2021
30_to_39,97,94,15/11/2021
30_to_39,97,94,16/11/2021
30_to_39,97,95,17/11/2021
30_to_39,97,95,18/11/2021
30_to_39,97,95,19/11/2021
30_to_39,97,95,20/11/2021
30_to_39,97,95,21/11/2021
30_to_39,97,95,22/11/2021
30_to_39,97,95,23/11/2021
30_to_39,97,95,24/11/2021
30_to_39,97,95,25/11/2021
30_to_39,97,95,26/11/2021
30_to_39,97,95,27/11/2021
30_to_39,97,95,28/11/2021
30_to_39,97,95,29/11/2021
30_to_39,97,95,30/11/2021
30_to_39,97,95,1/12/2021
30_to_39,97,96,2/12/2021
30_to_39,97,96,3/12/2021
30_to_39,97,96,4/12/2021
30_to_39,97,96,5/12/2021
30_to_39,97,96,6/12/2021
30_to_39,97,96,7/12/2021
30_to_39,97,96,8/12/2021
30_to_39,97,96,9/12/2021
30_to_39,97,96,10/12/2021
30_to_39,97,96,11/12/2021
30_to_39,97,96,12/12/2021
30_to_39,97,96,13/12/2021
30_to_39,97,96,14/12/2021
30_to_39,97,97,15/12/2021
30_to_39,97,97,16/12/2021
30_to_39,97,97,17/12/2021
30_to_39,97,97,18/12/2021
30_to_39,97,97,19/12/2021
30_to_39,97,97,20/12/2021
30_to_39,97,97,21/12/2021
30_to_39,97,97,22/12/2021
30_to_39,97,97,23/12/2021
40_to_49,0,0,30/12/2020
40_to_49,0,0,31/12/2020
40_to_49,0,0,1/1/2021
40_to_49,0,0,2/1/2021
40_to_49,0,0,3/1/2021
40_to_49,0,0,4/1/2021
40_to_49,0,0,5/1/2021
40_to_49,0,0,6/1/2021
40_to_49,0,0,7/1/2021
40_to_49,0,0,8/1/2021
40_to_49,0,0,9/1/2021
40_to_49,0,0,10/1/2021
40_to_49,0,0,11/1/2021
40_to_49,0,0,12/1/2021
40_to_49,0,0,13/1/2021
40_to_49,0,0,14/1/2021
40_to_49,1,0,15/1/2021
40_to_49,1,0,16/1/2021
40_to_49,1,0,17/1/2021
40_to_49,1,0,18/1/2021
40_to_49,1,0,19/1/2021
40_to_49,1,0,20/1/2021
40_to_49,1,0,21/1/2021
40_to_49,2,0,22/1/2021
40_to_49,2,0,23/1/2021
40_to_49,2,0,24/1/2021
40_to_49,2,0,25/1/2021
40_to_49,2,0,26/1/2021
40_to_49,3,0,27/1/2021
40_to_49,3,0,28/1/2021
40_to_49,3,0,29/1/2021
40_to_49,4,0,30/1/2021
40_to_49,4,0,31/1/2021
40_to_49,4,0,1/2/2021
40_to_49,4,0,2/2/2021
40_to_49,4,0,3/2/2021
40_to_49,5,0,4/2/2021
40_to_49,5,0,5/2/2021
40_to_49,5,1,6/2/2021
40_to_49,5,1,7/2/2021
40_to_49,5,1,8/2/2021
40_to_49,5,1,9/2/2021
40_to_49,5,1,10/2/2021
40_to_49,5,1,11/2/2021
40_to_49,5,1,12/2/2021
40_to_49,5,1,13/2/2021
40_to_49,5,1,14/2/2021
40_to_49,5,2,15/2/2021
40_to_49,5,2,16/2/2021
40_to_49,5,2,17/2/2021
40_to_49,5,3,18/2/2021
40_to_49,5,3,19/2/2021
40_to_49,5,3,20/2/2021
40_to_49,5,3,21/2/2021
40_to_49,6,4,22/2/2021
40_to_49,6,4,23/2/2021
40_to_49,6,4,24/2/2021
40_to_49,6,4,25/2/2021
40_to_49,6,5,26/2/2021
40_to_49,6,5,27/2/2021
40_to_49,6,5,28/2/2021
40_to_49,6,5,1/3/2021
40_to_49,6,5,2/3/2021
40_to_49,7,5,3/3/2021
40_to_49,7,5,4/3/2021
40_to_49,7,5,5/3/2021
40_to_49,7,5,6/3/2021
40_to_49,7,5,7/3/2021
40_to_49,7,5,8/3/2021
40_to_49,7,5,9/3/2021
40_to_49,7,5,10/3/2021
40_to_49,8,5,11/3/2021
40_to_49,8,5,12/3/2021
40_to_49,8,5,13/3/2021
40_to_49,8,5,14/3/2021
40_to_49,8,5,15/3/2021
40_to_49,9,5,16/3/2021
40_to_49,9,6,17/3/2021
40_to_49,9,6,18/3/2021
40_to_49,9,6,19/3/2021
40_to_49,10,6,20/3/2021
40_to_49,10,6,21/3/2021
40_to_49,10,6,22/3/2021
40_to_49,10,6,23/3/2021
40_to_49,10,6,24/3/2021
40_to_49,10,7,25/3/2021
40_to_49,11,7,26/3/2021
40_to_49,11,7,27/3/2021
40_to_49,11,7,28/3/2021
40_to_49,11,7,29/3/2021
40_to_49,12,7,30/3/2021
40_to_49,12,7,31/3/2021
40_to_49,12,7,1/4/2021
40_to_49,12,8,2/4/2021
40_to_49,13,8,3/4/2021
40_to_49,13,8,4/4/2021
40_to_49,14,8,5/4/2021
40_to_49,14,8,6/4/2021
40_to_49,15,8,7/4/2021
40_to_49,15,9,8/4/2021
40_to_49,16,9,9/4/2021
40_to_49,16,9,10/4/2021
40_to_49,17,9,11/4/2021
40_to_49,17,10,12/4/2021
40_to_49,18,10,13/4/2021
40_to_49,18,10,14/4/2021
40_to_49,19,10,15/4/2021
40_to_49,19,10,16/4/2021
40_to_49,20,10,17/4/2021
40_to_49,20,10,18/4/2021
40_to_49,20,11,19/4/2021
40_to_49,21,11,20/4/2021
40_to_49,22,11,21/4/2021
40_to_49,22,11,22/4/2021
40_to_49,23,12,23/4/2021
40_to_49,24,12,24/4/2021
40_to_49,24,12,25/4/2021
40_to_49,25,12,26/4/2021
40_to_49,26,13,27/4/2021
40_to_49,26,13,28/4/2021
40_to_49,27,14,29/4/2021
40_to_49,28,14,30/4/2021
40_to_49,29,15,1/5/2021
40_to_49,29,15,2/5/2021
40_to_49,30,15,3/5/2021
40_to_49,31,16,4/5/2021
40_to_49,31,16,5/5/2021
40_to_49,32,16,6/5/2021
40_to_49,33,17,7/5/2021
40_to_49,33,17,8/5/2021
40_to_49,34,18,9/5/2021
40_to_49,35,18,10/5/2021
40_to_49,36,19,11/5/2021
40_to_49,36,19,12/5/2021
40_to_49,36,19,13/5/2021
40_to_49,37,20,14/5/2021
40_to_49,37,21,15/5/2021
40_to_49,38,22,16/5/2021
40_to_49,38,23,17/5/2021
40_to_49,39,23,18/5/2021
40_to_49,39,24,19/5/2021
40_to_49,41,25,20/5/2021
40_to_49,42,26,21/5/2021
40_to_49,42,27,22/5/2021
40_to_49,43,27,23/5/2021
40_to_49,45,28,24/5/2021
40_to_49,46,29,25/5/2021
40_to_49,48,29,26/5/2021
40_to_49,49,30,27/5/2021
40_to_49,50,31,28/5/2021
40_to_49,52,31,29/5/2021
40_to_49,53,32,30/5/2021
40_to_49,54,33,31/5/2021
40_to_49,55,34,1/6/2021
40_to_49,58,34,2/6/2021
40_to_49,60,34,3/6/2021
40_to_49,62,35,4/6/2021
40_to_49,64,36,5/6/2021
40_to_49,65,36,6/6/2021
40_to_49,66,37,7/6/2021
40_to_49,67,37,8/6/2021
40_to_49,68,38,9/6/2021
40_to_49,68,38,10/6/2021
40_to_49,69,38,11/6/2021
40_to_49,70,39,12/6/2021
40_to_49,70,39,13/6/2021
40_to_49,71,40,14/6/2021
40_to_49,71,40,15/6/2021
40_to_49,72,40,16/6/2021
40_to_49,73,41,17/6/2021
40_to_49,74,41,18/6/2021
40_to_49,74,42,19/6/2021
40_to_49,74,42,20/6/2021
40_to_49,75,42,21/6/2021
40_to_49,76,43,22/6/2021
40_to_49,76,43,23/6/2021
40_to_49,77,43,24/6/2021
40_to_49,77,44,25/6/2021
40_to_49,78,44,26/6/2021
40_to_49,78,44,27/6/2021
40_to_49,79,44,28/6/2021
40_to_49,80,45,29/6/2021
40_to_49,81,45,30/6/2021
40_to_49,81,46,1/7/2021
40_to_49,82,47,2/7/2021
40_to_49,83,48,3/7/2021
40_to_49,83,49,4/7/2021
40_to_49,83,51,5/7/2021
40_to_49,84,52,6/7/2021
40_to_49,84,53,7/7/2021
40_to_49,85,54,8/7/2021
40_to_49,85,55,9/7/2021
40_to_49,86,57,10/7/2021
40_to_49,86,58,11/7/2021
40_to_49,86,59,12/7/2021
40_to_49,87,61,13/7/2021
40_to_49,87,62,14/7/2021
40_to_49,88,64,15/7/2021
40_to_49,88,67,16/7/2021
40_to_49,88,68,17/7/2021
40_to_49,88,70,18/7/2021
40_to_49,89,70,19/7/2021
40_to_49,89,70,20/7/2021
40_to_49,89,71,21/7/2021
40_to_49,89,72,22/7/2021
40_to_49,89,74,23/7/2021
40_to_49,89,74,24/7/2021
40_to_49,90,75,25/7/2021
40_to_49,90,76,26/7/2021
40_to_49,90,76,27/7/2021
40_to_49,90,77,28/7/2021
40_to_49,90,77,29/7/2021
40_to_49,91,78,30/7/2021
40_to_49,91,79,31/7/2021
40_to_49,91,79,1/8/2021
40_to_49,91,80,2/8/2021
40_to_49,91,80,3/8/2021
40_to_49,91,80,4/8/2021
40_to_49,91,81,5/8/2021
40_to_49,91,82,6/8/2021
40_to_49,92,82,7/8/2021
40_to_49,92,83,8/8/2021
40_to_49,92,83,9/8/2021
40_to_49,92,83,10/8/2021
40_to_49,92,84,11/8/2021
40_to_49,92,84,12/8/2021
40_to_49,93,85,13/8/2021
40_to_49,93,86,14/8/2021
40_to_49,93,86,15/8/2021
40_to_49,93,86,16/8/2021
40_to_49,93,87,17/8/2021
40_to_49,93,87,18/8/2021
40_to_49,93,87,19/8/2021
40_to_49,93,88,20/8/2021
40_to_49,94,88,21/8/2021
40_to_49,94,88,22/8/2021
40_to_49,94,88,23/8/2021
40_to_49,94,88,24/8/2021
40_to_49,94,88,25/8/2021
40_to_49,94,89,26/8/2021
40_to_49,94,89,27/8/2021
40_to_49,94,89,28/8/2021
40_to_49,94,89,29/8/2021
40_to_49,94,89,30/8/2021
40_to_49,94,90,31/8/2021
40_to_49,94,90,1/9/2021
40_to_49,94,90,2/9/2021
40_to_49,94,90,3/9/2021
40_to_49,94,90,4/9/2021
40_to_49,94,90,5/9/2021
40_to_49,95,91,6/9/2021
40_to_49,95,91,7/9/2021
40_to_49,95,91,8/9/2021
40_to_49,95,91,9/9/2021
40_to_49,95,91,10/9/2021
40_to_49,95,91,11/9/2021
40_to_49,95,91,12/9/2021
40_to_49,95,91,13/9/2021
40_to_49,95,91,14/9/2021
40_to_49,95,92,15/9/2021
40_to_49,95,92,16/9/2021
40_to_49,95,92,17/9/2021
40_to_49,95,92,18/9/2021
40_to_49,95,92,19/9/2021
40_to_49,95,92,20/9/2021
40_to_49,95,92,21/9/2021
40_to_49,95,92,22/9/2021
40_to_49,95,92,23/9/2021
40_to_49,95,92,24/9/2021
40_to_49,95,92,25/9/2021
40_to_49,95,92,26/9/2021
40_to_49,95,92,27/9/2021
40_to_49,95,92,28/9/2021
40_to_49,96,93,29/9/2021
40_to_49,96,93,30/9/2021
40_to_49,96,93,1/10/2021
40_to_49,96,93,2/10/2021
40_to_49,96,93,3/10/2021
40_to_49,96,93,4/10/2021
40_to_49,96,93,5/10/2021
40_to_49,96,93,6/10/2021
40_to_49,96,93,7/10/2021
40_to_49,96,93,8/10/2021
40_to_49,96,93,9/10/2021
40_to_49,96,93,10/10/2021
40_to_49,96,93,11/10/2021
40_to_49,96,93,12/10/2021
40_to_49,96,93,13/10/2021
40_to_49,96,93,14/10/2021
40_to_49,96,93,15/10/2021
40_to_49,96,93,16/10/2021
40_to_49,96,94,17/10/2021
40_to_49,96,94,18/10/2021
40_to_49,96,94,19/10/2021
40_to_49,96,94,20/10/2021
40_to_49,96,94,21/10/2021
40_to_49,96,94,22/10/2021
40_to_49,96,94,23/10/2021
40_to_49,96,94,24/10/2021
40_to_49,96,94,25/10/2021
40_to_49,96,94,26/10/2021
40_to_49,96,94,27/10/2021
40_to_49,96,94,28/10/2021
40_to_49,96,94,29/10/2021
40_to_49,97,94,30/10/2021
40_to_49,97,94,31/10/2021
40_to_49,97,94,1/11/2021
40_to_49,97,94,2/11/2021
40_to_49,97,94,3/11/2021
40_to_49,97,94,4/11/2021
40_to_49,97,95,5/11/2021
40_to_49,97,95,6/11/2021
40_to_49,97,95,7/11/2021
40_to_49,97,95,8/11/2021
40_to_49,97,95,9/11/2021
40_to_49,97,95,10/11/2021
40_to_49,97,95,11/11/2021
40_to_49,97,95,12/11/2021
40_to_49,97,95,13/11/2021
40_to_49,97,95,14/11/2021
40_to_49,97,95,15/11/2021
40_to_49,97,95,16/11/2021
40_to_49,97,95,17/11/2021
40_to_49,97,95,18/11/2021
40_to_49,97,95,19/11/2021
40_to_49,97,95,20/11/2021
40_to_49,97,95,21/11/2021
40_to_49,97,95,22/11/2021
40_to_49,97,96,23/11/2021
40_to_49,97,96,24/11/2021
40_to_49,97,96,25/11/2021
40_to_49,97,96,26/11/2021
40_to_49,97,96,27/11/2021
40_to_49,97,96,28/11/2021
40_to_49,97,96,29/11/2021
40_to_49,97,96,30/11/2021
40_to_49,97,96,1/12/2021
40_to_49,97,96,2/12/2021
40_to_49,97,96,3/12/2021
40_to_49,97,96,4/12/2021
40_to_49,97,96,5/12/2021
40_to_49,97,96,6/12/2021
40_to_49,97,96,7/12/2021
40_to_49,97,96,8/12/2021
40_to_49,97,96,9/12/2021
40_to_49,97,97,10/12/2021
40_to_49,97,97,11/12/2021
40_to_49,97,97,12/12/2021
40_to_49,97,97,13/12/2021
40_to_49,97,97,14/12/2021
40_to_49,97,97,15/12/2021
40_to_49,97,97,16/12/2021
40_to_49,97,97,17/12/2021
40_to_49,97,97,18/12/2021
40_to_49,97,97,19/12/2021
40_to_49,97,97,20/12/2021
40_to_49,97,97,21/12/2021
40_to_49,97,97,22/12/2021
40_to_49,97,97,23/12/2021
50_to_59,0,0,30/12/2020
50_to_59,0,0,31/12/2020
50_to_59,0,0,1/1/2021
50_to_59,0,0,2/1/2021
50_to_59,0,0,3/1/2021
50_to_59,0,0,4/1/2021
50_to_59,0,0,5/1/2021
50_to_59,0,0,6/1/2021
50_to_59,0,0,7/1/2021
50_to_59,0,0,8/1/2021
50_to_59,0,0,9/1/2021
50_to_59,0,0,10/1/2021
50_to_59,0,0,11/1/2021
50_to_59,0,0,12/1/2021
50_to_59,0,0,13/1/2021
50_to_59,0,0,14/1/2021
50_to_59,1,0,15/1/2021
50_to_59,1,0,16/1/2021
50_to_59,1,0,17/1/2021
50_to_59,1,0,18/1/2021
50_to_59,1,0,19/1/2021
50_to_59,1,0,20/1/2021
50_to_59,1,0,21/1/2021
50_to_59,1,0,22/1/2021
50_to_59,2,0,23/1/2021
50_to_59,2,0,24/1/2021
50_to_59,2,0,25/1/2021
50_to_59,2,0,26/1/2021
50_to_59,3,0,27/1/2021
50_to_59,3,0,28/1/2021
50_to_59,3,0,29/1/2021
50_to_59,3,0,30/1/2021
50_to_59,3,0,31/1/2021
50_to_59,4,0,1/2/2021
50_to_59,4,0,2/2/2021
50_to_59,4,0,3/2/2021
50_to_59,4,0,4/2/2021
50_to_59,4,0,5/2/2021
50_to_59,4,1,6/2/2021
50_to_59,5,1,7/2/2021
50_to_59,5,1,8/2/2021
50_to_59,5,1,9/2/2021
50_to_59,5,1,10/2/2021
50_to_59,5,1,11/2/2021
50_to_59,5,1,12/2/2021
50_to_59,5,1,13/2/2021
50_to_59,5,1,14/2/2021
50_to_59,5,2,15/2/2021
50_to_59,5,2,16/2/2021
50_to_59,5,2,17/2/2021
50_to_59,5,3,18/2/2021
50_to_59,5,3,19/2/2021
50_to_59,5,3,20/2/2021
50_to_59,5,3,21/2/2021
50_to_59,5,3,22/2/2021
50_to_59,5,4,23/2/2021
50_to_59,5,4,24/2/2021
50_to_59,6,4,25/2/2021
50_to_59,6,4,26/2/2021
50_to_59,6,4,27/2/2021
50_to_59,6,4,28/2/2021
50_to_59,6,4,1/3/2021
50_to_59,6,5,2/3/2021
50_to_59,7,5,3/3/2021
50_to_59,7,5,4/3/2021
50_to_59,7,5,5/3/2021
50_to_59,7,5,6/3/2021
50_to_59,7,5,7/3/2021
50_to_59,7,5,8/3/2021
50_to_59,8,5,9/3/2021
50_to_59,8,5,10/3/2021
50_to_59,8,5,11/3/2021
50_to_59,8,5,12/3/2021
50_to_59,8,5,13/3/2021
50_to_59,9,5,14/3/2021
50_to_59,9,5,15/3/2021
50_to_59,9,5,16/3/2021
50_to_59,9,5,17/3/2021
50_to_59,10,5,18/3/2021
50_to_59,10,6,19/3/2021
50_to_59,10,6,20/3/2021
50_to_59,10,6,21/3/2021
50_to_59,10,6,22/3/2021
50_to_59,11,6,23/3/2021
50_to_59,11,6,24/3/2021
50_to_59,11,7,25/3/2021
50_to_59,11,7,26/3/2021
50_to_59,11,7,27/3/2021
50_to_59,12,7,28/3/2021
50_to_59,12,7,29/3/2021
50_to_59,13,7,30/3/2021
50_to_59,13,8,31/3/2021
50_to_59,14,8,1/4/2021
50_to_59,14,8,2/4/2021
50_to_59,15,8,3/4/2021
50_to_59,15,8,4/4/2021
50_to_59,16,8,5/4/2021
50_to_59,17,9,6/4/2021
50_to_59,19,9,7/4/2021
50_to_59,20,9,8/4/2021
50_to_59,20,9,9/4/2021
50_to_59,21,10,10/4/2021
50_to_59,22,10,11/4/2021
50_to_59,23,10,12/4/2021
50_to_59,24,10,13/4/2021
50_to_59,25,10,14/4/2021
50_to_59,26,10,15/4/2021
50_to_59,27,11,16/4/2021
50_to_59,28,11,17/4/2021
50_to_59,29,11,18/4/2021
50_to_59,30,11,19/4/2021
50_to_59,31,12,20/4/2021
50_to_59,32,12,21/4/2021
50_to_59,34,12,22/4/2021
50_to_59,35,13,23/4/2021
50_to_59,37,13,24/4/2021
50_to_59,38,14,25/4/2021
50_to_59,39,14,26/4/2021
50_to_59,41,15,27/4/2021
50_to_59,42,16,28/4/2021
50_to_59,44,17,29/4/2021
50_to_59,46,18,30/4/2021
50_to_59,47,18,1/5/2021
50_to_59,49,19,2/5/2021
50_to_59,50,20,3/5/2021
50_to_59,52,20,4/5/2021
50_to_59,53,21,5/5/2021
50_to_59,55,21,6/5/2021
50_to_59,56,22,7/5/2021
50_to_59,57,23,8/5/2021
50_to_59,59,24,9/5/2021
50_to_59,61,25,10/5/2021
50_to_59,62,26,11/5/2021
50_to_59,62,27,12/5/2021
50_to_59,62,27,13/5/2021
50_to_59,63,30,14/5/2021
50_to_59,64,31,15/5/2021
50_to_59,65,33,16/5/2021
50_to_59,66,34,17/5/2021
50_to_59,67,36,18/5/2021
50_to_59,68,38,19/5/2021
50_to_59,69,39,20/5/2021
50_to_59,69,41,21/5/2021
50_to_59,70,43,22/5/2021
50_to_59,70,45,23/5/2021
50_to_59,71,47,24/5/2021
50_to_59,72,48,25/5/2021
50_to_59,72,49,26/5/2021
50_to_59,73,51,27/5/2021
50_to_59,74,53,28/5/2021
50_to_59,74,54,29/5/2021
50_to_59,75,56,30/5/2021
50_to_59,75,58,31/5/2021
50_to_59,76,59,1/6/2021
50_to_59,76,60,2/6/2021
50_to_59,77,60,3/6/2021
50_to_59,77,61,4/6/2021
50_to_59,78,62,5/6/2021
50_to_59,78,64,6/6/2021
50_to_59,78,64,7/6/2021
50_to_59,78,65,8/6/2021
50_to_59,79,66,9/6/2021
50_to_59,79,66,10/6/2021
50_to_59,79,67,11/6/2021
50_to_59,79,68,12/6/2021
50_to_59,79,68,13/6/2021
50_to_59,80,69,14/6/2021
50_to_59,80,69,15/6/2021
50_to_59,80,70,16/6/2021
50_to_59,80,70,17/6/2021
50_to_59,80,71,18/6/2021
50_to_59,81,71,19/6/2021
50_to_59,81,72,20/6/2021
50_to_59,81,72,21/6/2021
50_to_59,81,72,22/6/2021
50_to_59,82,73,23/6/2021
50_to_59,82,73,24/6/2021
50_to_59,82,73,25/6/2021
50_to_59,82,74,26/6/2021
50_to_59,83,74,27/6/2021
50_to_59,83,74,28/6/2021
50_to_59,84,74,29/6/2021
50_to_59,84,74,30/6/2021
50_to_59,84,74,1/7/2021
50_to_59,85,75,2/7/2021
50_to_59,85,75,3/7/2021
50_to_59,85,75,4/7/2021
50_to_59,85,75,5/7/2021
50_to_59,86,75,6/7/2021
50_to_59,86,75,7/7/2021
50_to_59,86,76,8/7/2021
50_to_59,86,76,9/7/2021
50_to_59,87,76,10/7/2021
50_to_59,87,76,11/7/2021
50_to_59,87,77,12/7/2021
50_to_59,87,77,13/7/2021
50_to_59,88,77,14/7/2021
50_to_59,88,78,15/7/2021
50_to_59,88,78,16/7/2021
50_to_59,88,79,17/7/2021
50_to_59,88,79,18/7/2021
50_to_59,88,79,19/7/2021
50_to_59,88,79,20/7/2021
50_to_59,89,80,21/7/2021
50_to_59,89,80,22/7/2021
50_to_59,89,80,23/7/2021
